Auth Num,Longitude,Assigned,Inspected This Fiscal?,Authorization,Auth Type,Sector,Office,Last Inspected,IR Number,CPIX,Section,Primary Reason,Secondary Reason,Warning Follow-Up?,AMP Folllow-Up?,Rank,Workplan INS Qtr,25% Unique 4 yr?,Lat,Long,Last IR: Response,Autonumber,Nearest Municipality,Follow Up Date,Notes,High CPIX,Warning Follow-Up,Last IR - Recommended for Investigation,Last IR - Recommended for Order,Active Order,(Unique) Never Inspected,(Unique) Last Inspected before 2017-04-01,Last IR - Recommended AMP (but none initiated),AMP Final Detm'n Issued,Heavy Industry,Audit,PSP Priority,Authorizations - Name
105216,-121.228603,Manders,Complete,TERVITA CORPORATION,Permit,Commercial Waste Management or Waste Disposal IndustryDeep Well Disposal,Prince George,1970-01-01,147814,High,Planned,High CPIX,NA,NA,NA,Priority 1,Q1,NA,56.54607,-121.22860299999999,Advisory,1632,Fort St. John,NA,On North Auth Refresh list,High CPIX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105216 - TERVITA CORPORATION
105218,NA,Unassigned,Not Started,J.E. WILSON HOLDINGS LTD.,Municipal Wastewater Regulation,0,Nanaimo,2014-12-22,18465,Medium,Planned,Unique,MWR Focus,NA,NA,Priority 3,Q1,Yes,48.392500000000005,-123.7008,Notice,1633,Sooke,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,105218 - J.E. WILSON HOLDINGS LTD.
105255,NA,Unassigned,Not Started,ROCKYVIEW RESOURCES INC.,Municipal Wastewater Regulation,Municipal Sewage Management,Prince George,NA,NA,Low,Planned,Unique,MWR Focus,NA,NA,Priority 3,Q1,Yes,59.802777999999996,-122.573056,NA,1634,Fort Nelson,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105255 - ROCKYVIEW RESOURCES INC.
105259,NA,Unassigned,Not Started,COAST MOUNTAIN HYDRO CORP.,Permit,Burning of Vegetative Debris,Smithers,2013-08-01,11604,Low,NA,Unique,NA,NA,NA,Priority 2,NA,Yes,56.719,-130.683,Advisory,1635,Stewart,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105259 - COAST MOUNTAIN HYDRO CORP.
105260,-121.63117,Unassigned,Complete,MINISTRY OF CITIZENS' SERVICES doing business as SHARED SERVICES BC - INTEGRATED WORKPLACE SOLUTIONS,Municipal Wastewater Regulation,Municipal Sewage Management,Surrey,1970-01-01,146036,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,49.10066,-121.63117,Warning Codes and Regs,1636,Chilliwack,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105260 - MINISTRY OF CITIZENS' SERVICES doing business as SHARED SERVICES BC - INTEGRATED WORKPLACE SOLUTIONS
105262,NA,Unassigned,Not Started,RANCHO EL RIO DEL SOL FARMS LTD.,Organic Matter Recycling Regulation,Composting Operations,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.766666,-121.91666000000001,NA,1637,Kent,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105262 - RANCHO EL RIO DEL SOL FARMS LTD.
105275,NA,Unassigned,Not Started,CCON METALS INC.,Vehicle Dismantling and Recycling Industry Environmental Planning Regulation,Vehicle Dismantling and Recycling Industry,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.01369,-122.2758,NA,1638,Abbotsford,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,Vehicle Dismantling,NA,105275 - CCON METALS INC.
105281,NA,Beckett,Not Started,ILLIANCE RIVER DEVELOPMENT CORP.,Municipal Wastewater Regulation,Municipal Sewage Management,Prince George,NA,NA,Medium,Planned,Unique,MWR Focus,NA,NA,Priority 3,Q1,Yes,56.22165,-120.7569,NA,1639,Fort St. John,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105281 - ILLIANCE RIVER DEVELOPMENT CORP.
105284,NA,Unassigned,Not Started,SIGURDSON FOREST PRODUCTS LTD.,Permit,Wood Processing Industry - Primary,Williams Lake,2019-04-17,125723,Medium,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,52.157709999999994,-122.187749,Warning 120(6),1640,Williams Lake,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105284 - SIGURDSON FOREST PRODUCTS LTD.
105286,NA,Unassigned,Defer,SOUTHCOAST PETROLEUM LTD.,Petroleum Storage and Distribution Facilities Storm Water Regulation,Petroleum Storage,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.2832,-123.0739645,NA,1641,Vancouver,NA,"Regulation under review, not enforceable as is",NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105286 - SOUTHCOAST PETROLEUM LTD.
105294,NA,Unassigned,Defer,SHELL CANADA LIMITED,Petroleum Storage and Distribution Facilities Storm Water Regulation,Petroleum Storage,Nanaimo,2012-02-01,1842,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.7061,-124.905,Notice,1642,Comox,NA,"Regulation under review, not enforceable as is",NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,105294 - SHELL CANADA LIMITED
105296,NA,Unassigned,Defer,SHELL CANADA LIMITED,Petroleum Storage and Distribution Facilities Storm Water Regulation,Petroleum Storage,Kamloops,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,50.7055,-120.4406,NA,1643,Kamloops,NA,"Regulation under review, not enforceable as is",NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105296 - SHELL CANADA LIMITED
105307,NA,Dick,Not Started,MARIAM ENTERPRISE LTD. doing business as KENS JAPANESE USED AUTO PARTS,Vehicle Dismantling and Recycling Industry Environmental Planning Regulation,Vehicle Dismantling and Recycling Industry,Surrey,NA,NA,Low,NA,Vehicle Dismantling Audit,NA,NA,NA,Priority 4,NA,Yes,49.193909999999995,-122.898759,NA,1644,Surrey,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,Vehicle Dismantling,NA,105307 - MARIAM ENTERPRISE LTD. doing business as KENS JAPANESE USED AUTO PARTS
105331,NA,Unassigned,Not Started,TRANS NORTH DEVELOPMENTS LTD. doing business as TRANS NORTH TIMBER,Permit,Burning or Incineration of Wood Residue,Prince George,2017-03-13,48374,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,58.738774,-122.67651000000001,Advisory,1645,Fort Nelson,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,105331 - TRANS NORTH DEVELOPMENTS LTD. doing business as TRANS NORTH TIMBER
105346,NA,Unassigned,Defer,IMPERIAL OIL LIMITED,Petroleum Storage and Distribution Facilities Storm Water Regulation,Petroleum Storage,Nanaimo,2012-05-30,2263,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,50.0298424,-125.2635269,Notice,1646,Campbell River,NA,"Regulation under review, not enforceable as is",NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,105346 - IMPERIAL OIL LIMITED
105347,-120.3725,Nazeri,Complete,DAWSON CONSTRUCTION LIMITED,Asphalt Plant Regulation,Asphalt Plant Industry,Kamloops,1970-01-01,152693,Low,NA,Unique,NA,NA,NA,Priority 4,Q1,Yes,50.669200000000004,-120.3725,Warning Codes and Regs,1647,Kamloops,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,105347 - DAWSON CONSTRUCTION LIMITED
105363,NA,Unassigned,Not Started,AQUA TERRA WATER INC.,Permit,Deep Well Disposal,Prince George,NA,NA,Low,NA,Deep Well Disposal Audit,NA,NA,NA,Priority 4,NA,Yes,56.247958999999994,-120.85340099999999,NA,1648,Fort St. John,NA,On North Auth Refresh list,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,Deep Well Disposal,NA,105363 - AQUA TERRA WATER INC.
105366,-114.5023,Story,Complete,GALENA BAY DEVEOPMENT CORP.,Municipal Wastewater Regulation,Municipal Sewage Management,Nelson,1970-01-01,149923,Low,Planned,Unique,MWR Focus,NA,NA,Priority 3,Q1,Yes,50.394200000000005,-114.5023,Notice,1649,Revelstoke,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105366 - GALENA BAY DEVEOPMENT CORP.
105409,NA,Unassigned,Not Started,RAVEN CENTER HOLDINGS LTD.,Hazardous Waste Regulation,Hazardous Waste Management,Prince George,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,56.252219999999994,-120.8863,NA,1650,Fort St. John,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105409 - RAVEN CENTER HOLDINGS LTD.
105410,NA,Garda,Not Started,THOMPSON CREEK MINING LTD,Petroleum Storage and Distribution Facilities Storm Water Regulation,Mining and Coal Mining Industry,Smithers,2016-11-07,31248,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,54.044700000000006,-125.0775,Notice,1651,Fraser Lake,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,105410 - THOMPSON CREEK MINING LTD
105425,NA,Unassigned,Not Started,SUPERSPORT MOTORCYCLE WORKS LTD.,Vehicle Dismantling and Recycling Industry Environmental Planning Regulation,Vehicle Dismantling and Recycling Industry,Surrey,NA,NA,Low,NA,Vehicle Dismantling Audit,NA,NA,NA,Priority 4,NA,Yes,49.1132,-122.64920000000001,NA,1652,Langley,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,Vehicle Dismantling,NA,105425 - SUPERSPORT MOTORCYCLE WORKS LTD.
105427,NA,Unassigned,Not Started,"SUN PEAKS UTILITIES CO., LTD.",Organic Matter Recycling Regulation,Composting Operations,Kamloops,2012-09-27,5106,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,50.8768,-119.9136,Notice,1653,Sun Peaks,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,"105427 - SUN PEAKS UTILITIES CO., LTD."
105431,NA,Unassigned,Not Started,CLEARWATER TOWING LTD.,Vehicle Dismantling and Recycling Industry Environmental Planning Regulation,Vehicle Dismantling and Recycling Industry,Kamloops,NA,NA,Low,NA,Vehicle Dismantling Audit,NA,NA,NA,Priority 4,NA,Yes,51.650876,-120.034809,NA,1654,Clearwater,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,Vehicle Dismantling,NA,105431 - CLEARWATER TOWING LTD.
105433,NA,Unassigned,Not Started,TECK METALS LTD.,Hazardous Waste Regulation,Hazardous Waste Management,Nelson,2012-02-13,749,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.100832999999994,-117.715,Notice,1655,Trail,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,105433 - TECK METALS LTD.
105440,NA,Unassigned,Defer,SUNCOR ENERGY INC.,Petroleum Storage and Distribution Facilities Storm Water Regulation,Petroleum Storage,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.129200000000004,-122.0781,NA,1656,Chilliwack,NA,"Regulation under review, not enforceable as is",NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105440 - SUNCOR ENERGY INC.
105466,-115.24238,T. White,In Draft,0938522 B.C. LTD.,Municipal Wastewater Regulation,Municipal Sewage Management,Cranbrook,1970-01-01,104760,High,NA,NA,NA,NA,NA,Priority 4,Q3,NA,49.176727,-115.24238,Advisory,1657,Cranbrook,NA,NA,High CPIX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105466 - 0938522 B.C. LTD.
105492,NA,Unassigned,Not Started,THE ANSWER GARDEN PRODUCTS LTD.,Organic Matter Recycling Regulation,Composting Operations,Surrey,2012-06-06,2694,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.0568,-122.28500000000001,Notice,1658,Abbotsford,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,105492 - THE ANSWER GARDEN PRODUCTS LTD.
105493,-122.922016,Fraleigh,In Draft,U-FIX-IT AUTO SERVICE LTD.,Vehicle Dismantling and Recycling Industry Environmental Planning Regulation,Vehicle Dismantling and Recycling Industry,Surrey,1970-01-01,NA,Low,NA,Vehicle Dismantling Audit,NA,NA,NA,Priority 4,NA,Yes,49.201079,-122.922016,NA,1659,New Westminster,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,Vehicle Dismantling,NA,105493 - U-FIX-IT AUTO SERVICE LTD.
105494,NA,Kurinka,Not Started,HEE-LA-DEE INDUSTRIAL CORPORATION doing business as HEE-LA-DEE,Code of Practice for Industrial Non-Hazardous Waste Landfills (Wood Processing),Industrial Non-hazardous Waste LandfillsCode of Practice for Industrial Non-Hazardous Waste Landfills Incidental to the Wood Processing Industry,Nanaimo,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,50.420100000000005,-126.257,NA,1660,Sayward,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105494 - HEE-LA-DEE INDUSTRIAL CORPORATION doing business as HEE-LA-DEE
105505,NA,Unassigned,Not Started,GREEN FLORA GREENHOUSES LTD.,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.095600000000005,-122.42500000000001,NA,1661,Abbotsford,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105505 - GREEN FLORA GREENHOUSES LTD.
105507,NA,Unassigned,Not Started,MOUNT LEHMAN FRUIT GROWERS LTD.,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,2017-03-13,50331,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.0039,-122.43700000000001,Notice,1662,Abbotsford,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,105507 - MOUNT LEHMAN FRUIT GROWERS LTD.
105510,NA,Unassigned,Not Started,DAILY FRESH PRODUCE LTD.,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.0458,-122.116,NA,1663,Abbotsford,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105510 - DAILY FRESH PRODUCE LTD.
105513,NA,Unassigned,Not Started,VAN SAANE GREENHOUSES INC.,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.188900000000004,-121.8486,NA,1664,Chilliwack,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105513 - VAN SAANE GREENHOUSES INC.
105515,NA,Unassigned,Not Started,QUALITREE PROPAGATORS INC.,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.2,-121.8,NA,1665,Chilliwack,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105515 - QUALITREE PROPAGATORS INC.
105517,NA,Unassigned,Not Started,FRICO FLOWERS INC.,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.2017,-121.798,NA,1666,Chilliwack,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105517 - FRICO FLOWERS INC.
105518,NA,Unassigned,Not Started,INLINE NURSERIES (2010) INC.,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,2017-03-08,50134,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.1756,-121.842,Notice,1667,Chilliwack,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,105518 - INLINE NURSERIES (2010) INC.
105519,NA,Unassigned,Not Started,BERLO FARMS LTD.,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.173300000000005,-121.869,NA,1668,Chilliwack,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105519 - BERLO FARMS LTD.
105520,NA,Unassigned,Not Started,DROOGENDYK HOTHOUSES INC.,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.162,-121.83300000000001,NA,1669,Chilliwack,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105520 - DROOGENDYK HOTHOUSES INC.
105522,NA,Unassigned,Not Started,EMERALD VALLEY PLANTS LTD,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.1903,-121.852,NA,1670,Chilliwack,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105522 - EMERALD VALLEY PLANTS LTD
105523,NA,Unassigned,Not Started,Tomas Persson,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.177222,-122.167777,NA,1671,Mission,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105523 - Tomas Persson
105527,NA,Unassigned,Not Started,QUIK'S FARM LIMITED,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,2017-03-07,50509,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.15416,-121.9166,Notice,1672,Chilliwack,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,105527 - QUIK'S FARM LIMITED
105529,NA,Unassigned,Not Started,doing business as MEADOWLAND FLOWERS,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.2175,-121.8336,NA,1673,Chilliwack,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105529 - doing business as MEADOWLAND FLOWERS
105530,NA,Unassigned,Not Started,VANDERMEULEN GREENHOUSES INC.,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.08333,-122.12361,NA,1674,Abbotsford,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105530 - VANDERMEULEN GREENHOUSES INC.
105532,NA,Unassigned,Not Started,G R T NURSERY INC.,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.0565,-122.18960000000001,NA,1675,Abbotsford,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105532 - G R T NURSERY INC.
105533,NA,Unassigned,Not Started,GENESIS PLANT PROPAGATION LTD.,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,2017-03-24,51231,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.08947,-122.55250000000001,Notice,1676,Langley,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,105533 - GENESIS PLANT PROPAGATION LTD.
105534,NA,Unassigned,Not Started,RAINBOW GREENHOUSES INC.,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,2017-03-09,50827,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.121500000000005,-122.0283,Advisory,1677,Chilliwack,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,105534 - RAINBOW GREENHOUSES INC.
105536,NA,Unassigned,Not Started,doing business as KRISTENSENS GREENHOUSES,Agricultural Waste Control Regulation,Agricultural Operations,Penticton,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,50.4254,-119.2394,NA,1678,Spallumcheen,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105536 - doing business as KRISTENSENS GREENHOUSES
105540,NA,Unassigned,Not Started,CASSIDY NURSERIES INC.,Agricultural Waste Control Regulation,Agricultural Operations,0,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.051806,-123.873583,NA,1679,Ladysmith,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105540 - CASSIDY NURSERIES INC.
105542,NA,Unassigned,Not Started,Don And Carmela Mccarthy,Agricultural Waste Control Regulation,Agricultural Operations,0,2012-06-12,3029,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,50.685100000000006,-119.26180000000001,Notice,1680,Salmon Arm,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,105542 - Don And Carmela Mccarthy
105543,NA,Unassigned,Not Started,NORDIC NURSERIES LTD.,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.0963,-122.408,NA,1681,Abbotsford,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105543 - NORDIC NURSERIES LTD.
105545,NA,Unassigned,Not Started,CALAIS FARMS LTD.,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.0878,-122.2801,NA,1682,Abbotsford,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105545 - CALAIS FARMS LTD.
105546,NA,Unassigned,Not Started,CANNOR NURSERIES LTD.,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.1618,-121.88220000000001,NA,1683,Chilliwack,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105546 - CANNOR NURSERIES LTD.
105547,NA,Unassigned,Not Started,0717260 B.C. LTD. doing business as CHEAM VIEW GREENHOUSE,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49,-122,NA,1684,Kent,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105547 - 0717260 B.C. LTD. doing business as CHEAM VIEW GREENHOUSE
105548,NA,Unassigned,Not Started,GEORAMA HOLDINGS LTD. doing business as GEORAMA GROWERS,Agricultural Waste Control Regulation,Agricultural Operations,Nelson,2016-10-19,30788,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.4898,-117.3755,Notice,1685,Nelson,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,105548 - GEORAMA HOLDINGS LTD. doing business as GEORAMA GROWERS
105549,NA,Unassigned,Not Started,FAIRFIELD ISLAND NURSERY LTD. doing business as WHOLESALE TREE NURSERY,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.1939,-121.9529,NA,1686,Chilliwack,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105549 - FAIRFIELD ISLAND NURSERY LTD. doing business as WHOLESALE TREE NURSERY
105551,NA,Unassigned,Not Started,SIDHU & SONS NURSERY LTD.,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.158500000000004,-122.316,NA,1687,Mission,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105551 - SIDHU & SONS NURSERY LTD.
105552,NA,Unassigned,Not Started,SIDHU & SONS NURSERY LTD.,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.1771,-122.229,NA,1688,Mission,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105552 - SIDHU & SONS NURSERY LTD.
105553,NA,Unassigned,Not Started,VAANDRAGER NURSERIES LTD.,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.009100000000004,-122.28070000000001,NA,1689,Abbotsford,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105553 - VAANDRAGER NURSERIES LTD.
105555,NA,Unassigned,Not Started,TAISUCO CANADA AGRICULTURE CORPORATION,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.03333,-122.1333,NA,1690,Abbotsford,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105555 - TAISUCO CANADA AGRICULTURE CORPORATION
105556,NA,Unassigned,Not Started,KLAHANIE GREENHOUSES LTD.,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.055786999999995,-122.721396,NA,1691,Surrey,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105556 - KLAHANIE GREENHOUSES LTD.
105557,NA,Unassigned,Not Started,DEVRY GREENHOUSES LTD.,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,2017-03-08,49879,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.1165,-121.51674,Notice,1692,Chilliwack,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,105557 - DEVRY GREENHOUSES LTD.
105558,NA,Unassigned,Not Started,DEVRY GREENHOUSES LTD.,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.078700000000005,-122.36810000000001,NA,1693,Chilliwack,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105558 - DEVRY GREENHOUSES LTD.
105559,NA,Unassigned,Not Started,DEVRY GREENHOUSES LTD.,Agricultural Waste Control Regulation,Agricultural Operations,Surrey,NA,NA,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.07871,-122.36816999999999,NA,1694,Langley,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,105559 - DEVRY GREENHOUSES LTD.
105560,NA,Unassigned,Not Started,CASCADE RENEWABLE CARBON CORP.,Organic Matter Recycling Regulation,Composting Operations,Surrey,2013-03-06,14283,Low,NA,Unique,NA,NA,NA,Priority 4,NA,Yes,49.25166,-122.74050000000001,Notice,1695,Port Coquitlam,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,105560 - CASCADE RENEWABLE CARBON CORP.
